year,local,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47
2010,경기오산시,41370,Osan-si,오산시,,,,,,,,,,,-20,"300,518","240,422","297,804","2,714","257,309","215,440","36,519","5,350",77.8,42.97,34.8,"88,477","71,652","205,922",472,"75,317",,,13.6,"29,917","220,748",30.7,"61,502","6,302",59.2,78,6.2,"182,516",한나라당,5th,곽상욱,민주당,47.76,이춘성,한나라당,33.34
2011,경기오산시,41370,Osan-si,오산시,,,,,,,,,,,-20.68,"323,405","256,539","326,457","-3,052","272,723","219,381","37,091","16,251",76.1,42.6,33.47,"90,170","70,852","211,674",437,"79,812",,,13.4,"32,526","241,968",31.2,"68,841","6,772",56.1,75.8,6.4,"193,892",한나라당,5th,곽상욱,민주당,47.76,이춘성,한나라당,33.34
2012,경기오산시,41370,Osan-si,오산시,,,,,,,,,,,-18.31,"357,596","292,123","364,062","-6,465","300,688","247,881","41,950","10,858",77.6,29.68,47.95,"73,538","118,831","247,807",405,"78,482",,,12.8,"36,261","283,202",33.4,"87,181","7,391",46.1,65.7,6.6,"200,291",한나라당,5th,곽상욱,민주당,47.76,이춘성,한나라당,33.34
2013,경기오산시,41370,Osan-si,오산시,,,,,,,,,,,-24.32,"415,383","314,380","412,148","3,235","352,161","296,936","42,653","12,571",75.7,27.85,47.86,"68,592","117,874","246,284",421,"84,264",,,10.7,"36,819","343,258",38.4,"123,672","8,150",45.8,67.4,6.8,"205,460",한나라당,5th,곽상욱,민주당,47.76,이춘성,한나라당,33.34
2014,경기오산시,41370,Osan-si,오산시,,,,,,,,,,,-19.24,"419,091","338,474","415,863","3,228","342,765","300,167","32,257","10,340",77,29.01,48.02,"81,562","135,004","281,167",436,"89,559",,,8.7,"29,624","341,579",38.7,"122,780","9,422",36.9,54.7,7.1,"208,565",새누리당,6th,곽상욱,새정치민주연합,59.38,이권재,새누리당,34.49
2015,경기오산시,41370,Osan-si,오산시,"10,251","25,803",487,0,"16,039","2,666,024","2,654,746","11,478",0,200,-18.27,"490,461","400,835","483,899","6,563","396,500","346,094","39,172","11,234",79,28.99,49.99,"89,330","154,020","308,107",430,"89,602",,,8.1,"32,847","403,379",39.2,"147,124","11,088",34.4,55.7,7.4,"206,828",새누리당,6th,곽상욱,새정치민주연합,59.38,이권재,새누리당,34.49
2016,경기오산시,41370,Osan-si,오산시,"11,542","10,994",549,0,0,"2,748,725","2,737,308","11,617",0,200,8.82,"425,692","463,240","410,088","15,604","440,113","387,294","39,076","13,743",81.2,32.45,48.79,"111,835","168,150","344,616",477,"98,596",,,8.3,"39,260","473,408",34.4,"151,020","11,648",33,54.9,7.7,"208,656",새누리당,6th,곽상욱,새정치민주연합,59.38,이권재,새누리당,34.49
2017,경기오산시,41370,Osan-si,오산시,"12,923","12,316",608,0,0,"2,927,472","2,915,891","11,781",0,200,32.49,"428,203","567,343","428,197",6,"456,604","399,120","47,960","9,525",83.7,39.71,44.01,"151,699","168,121","381,989",560,"116,836",,,6.5,"35,574","550,904",31.2,"158,629","13,219",37.7,57.8,8.1,"213,437",새정치민주연합,6th,곽상욱,새정치민주연합,59.38,이권재,새누리당,34.49
2018,경기오산시,41370,Osan-si,오산시,"17,885","17,298",587,0,0,"3,016,578","3,004,753","12,025",0,200,4.61,"523,016","547,110","523,019",-3,"567,314","489,459","50,532","27,323",85,39.73,45.29,"185,359","211,318","466,597",611,"130,385",,,10.3,"59,092","575,366",35.4,"191,178","12,785",33.1,55.6,8.4,"220,070",더불어민주당,7th,곽상욱,더불어민주당,72.29,이권재,자유한국당,21.37
2019,경기오산시,41370,Osan-si,오산시,"21,383","21,161",221,0,0,"3,067,814","3,054,157","13,857",0,200,-9.37,"640,462","580,475","640,493",-32,"659,149","565,914","64,114","29,121",87,40.18,46.78,"217,167","252,837","540,435",612,"134,641",,,9.2,"52,669","570,041",43.5,"232,367","15,616",29.6,55.5,8.9,"226,379",더불어민주당,7th,곽상욱,더불어민주당,72.29,이권재,자유한국당,21.37
2020,경기오산시,41370,Osan-si,오산시,"22,307","22,086",221,0,0,"3,080,697","3,065,769","15,128",0,200,-12.08,"789,297","693,986","789,281",15,"793,971","702,609","62,370","28,993",86.3,35.71,50.55,"194,292","275,049","544,118",621,"140,635",,,20.1,"140,537","700,876",41.6,"273,843","17,705",30.4,55,9.6,"229,725",더불어민주당,7th,곽상욱,더불어민주당,72.29,이권재,자유한국당,21.37
2021,경기오산시,41370,Osan-si,오산시,"53,426","53,238",188,0,0,"3,171,518","3,155,778","15,940",0,200,-0.83,"756,439","750,186","764,948","-8,509","794,187","715,889","60,281","18,018",86.7,31.99,54.75,"193,695","331,515","605,558",649,"149,118",,,7.4,"735,514","54,219",41.2,"284,515","18,773",28.3,52.5,10.3,"229,983",더불어민주당,7th,곽상욱,더불어민주당,72.29,이권재,자유한국당,21.37
2022,경기오산시,41370,Osan-si,오산시,,,,,,,,,,,,,,,,,,,,85.2,26.37,58.82,"152,797","340,754","579,330",687,"157,942",,,,,,,,,31.5,60.5,11,"229,849",국민의힘,8th,이권재 ,국민의힘,49.59,장인수,더불어민주당,47.45
2003,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,,,,,,"786,777","657,550","64,132","65,094",74.6,49.32,25.29,"288,601","147,965","585,102",393,"206,351",,,,,,,,,51.8,56.6,6.4,"575,255",새천년민주당,3rd,이정문,한나라당,56.02,예강환,새천년민주당,43.97
2004,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,,,,,,"1,004,678","821,288","57,902","125,488",75.2,58.02,17.13,"401,197","118,456","691,457",424,"243,959",,,,,,,,,54.3,58.5,6.7,"640,452",새천년민주당,3rd,이정문,한나라당,56.02,예강환,새천년민주당,43.97
2005,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,,,,,,"1,080,740","767,078","263,016","50,646",79.8,57.43,22.34,"365,396","142,140","636,193",439,"281,310",,,,,,,,,63.7,87.9,6.9,"693,660",새천년민주당,3rd,이정문,한나라당,56.02,예강환,새천년민주당,43.97
2006,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,,,,,,"1,256,394","909,695","221,839","124,860",71,47.89,23.08,"328,641","158,384","686,177",440,"305,345",,,,,,,,,56.4,87.2,7.2,"766,569",열린우리당,4th,서정석,한나라당,53.54,이우현,열린우리당,25.61
2007,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,,,,,,"1,391,907","1,391,907","1,391,907","1,391,907",72.3,46.43,25.82,"448,062","249,186","965,005",575,"440,600",,,,,,,,,63.8,86,7.7,"800,294",열린우리당,4th,서정석,한나라당,53.54,이우현,열린우리당,25.61
2008,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,,,,,,"1,500,393","1,136,183","229,170","135,040",80.7,51.35,29.32,"606,204","346,096","1,180,576",706,"564,754",,,7.9,"93,681","1,183,455",15,"163,530","14,308",67.2,86.8,8.1,"816,763",한나라당,4th,서정석,한나라당,53.54,이우현,열린우리당,25.61
2009,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,-11.7,"1,536,773","1,356,910","1,529,830","6,943","1,673,886","1,300,265","229,441","144,180",85.6,56.49,29.12,"676,951","349,031","1,198,391",670,"547,203",,,9.7,"123,268","1,275,329",19.9,"235,533","18,118",72.9,88,8.4,"839,204",한나라당,4th,서정석,한나라당,53.54,이우현,열린우리당,25.61
2010,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,-5.98,"1,407,783","1,323,668","1,436,632","-28,849","1,485,949","1,199,085","197,665","89,198",81.6,50.3,31.26,"559,477","347,620","1,112,171",674,"565,839",,,12.1,"146,407","1,208,309",21.7,"244,599","17,383",66.2,82.3,8.6,"876,550",한나라당,5th,김학규,민주당,46.52,오세동,한나라당,43
2011,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,-10.23,"1,472,864","1,322,254","1,547,408","-74,544","1,519,649","1,216,268","216,952","86,430",83.6,50.26,33.38,"543,582","361,013","1,081,501",674,"590,741",,,11,"147,194","1,336,933",21.7,"271,539","18,294",69.4,82.7,9.1,"896,044",한나라당,5th,김학규,민주당,46.52,오세동,한나라당,43
2012,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,-11.24,"1,660,437","1,473,886","2,055,115","-394,678","2,565,615","1,783,219","213,847","568,550",72.3,40.21,32.07,"505,551","403,221","1,257,156",685,"613,960",,,7.1,"130,525","1,850,370",20.7,"359,715","22,832",60.8,77.3,9.5,"915,959",한나라당,5th,김학규,민주당,46.52,오세동,한나라당,43
2013,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,4.06,"1,432,420","1,490,523","1,410,357","22,063","1,793,449","1,463,750","186,469","143,230",73.6,38.2,35.44,"479,930","445,223","1,256,239",680,"623,153",,,7.4,"105,056","1,417,769",29.2,"388,518","24,996",63.8,78.3,9.9,"941,477",한나라당,5th,김학규,민주당,46.52,오세동,한나라당,43
2014,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,-6.3,"1,744,530","1,634,659","1,536,609","207,922","1,736,962","1,461,317","180,801","94,844",67.2,30.14,37.04,"393,747","483,932","1,306,361",667,"627,861",,,9,"142,739","1,589,824",31.3,"471,147","26,550",57.5,70.2,10.2,"961,026",새누리당,6th,정찬민,새누리당,47.47,양해경,새정치민주연합,38.61
2015,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,"516,742","380,800","265,553",0,"129,611","12,742,575","12,462,314","410,747",0,"130,486",-6.56,"1,974,726","1,845,102","1,742,217","232,508","1,944,666","1,639,395","209,415","95,856",70.9,28.82,42.08,"395,901","578,092","1,373,869",684,"657,300",,,6.2,"109,594","1,774,316",29.6,"494,360","31,214",54.8,67.3,10.7,"975,746",새누리당,6th,정찬민,새누리당,47.47,양해경,새정치민주연합,38.61
2016,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,"498,542","227,735","316,442",0,"45,634","13,217,153","12,926,124","466,149",0,"175,120",-0.82,"1,954,303","1,938,208","1,816,644","137,659","2,127,539","1,783,219","242,040","102,281",75.1,35.79,39.33,"540,758","594,143","1,510,772",760,"742,000",,,6.3,"117,963","1,881,559",29.9,"530,225","32,378",54.8,67.7,11,"991,126",새누리당,6th,정찬민,새누리당,47.47,양해경,새정치민주연합,38.61
2017,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,"446,757","215,580","307,473",0,"76,296","14,328,240","14,057,792","468,169",0,"197,721",7.71,"1,950,972","2,101,457","1,941,882","9,090","2,097,348","1,769,421","229,454","98,472",83.4,42.33,41.08,"656,242","636,765","1,550,164",812,"804,300",,,7.8,"149,272","1,902,687",30.8,"547,818","38,498",58.1,70.1,11.6,"1,004,081",새정치민주연합,6th,정찬민,새누리당,47.47,양해경,새정치민주연합,38.61
2018,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,"297,954","179,915","230,550",0,"112,511","14,705,586","14,525,695","412,003",0,"232,111",2.66,"2,176,530","2,234,446","2,168,620","7,910","2,313,020","1,996,829","217,889","98,303",82.9,41.82,41.04,"780,214","765,647","1,865,532",886,"889,400",,,7.7,"167,187","2,159,307",30.8,"630,124","35,214",55.5,66.4,12.1,"1,035,126",더불어민주당,7th,백군기,더불어민주당,53.72,정찬민,자유한국당,41.16
2019,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,"293,604","224,131","307,917",0,"238,444","15,195,325","15,056,112","497,257",0,"358,044",-0.53,"2,469,432","2,456,409","2,461,420","8,012","2,579,223","2,270,270","216,340","92,613",84.9,40.49,44.39,"789,070","865,231","1,948,969",867,"896,960",,,7.6,"179,389","2,350,932",35.5,"792,136","43,184",53,62.3,12.6,"1,059,609",더불어민주당,7th,백군기,더불어민주당,53.72,정찬민,자유한국당,41.16
2020,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,"236,023","211,482","254,542",0,"230,002","15,492,843","15,413,306","429,139",0,"349,602",-0.74,"2,972,503","2,950,601","2,964,831","7,672","3,035,777","2,708,490","224,483","102,803",84.1,37.81,46.3,"802,448","982,661","2,122,557",838,"888,417",,,5.7,"161,605","2,830,644",35.3,"947,218","52,062",50.2,60.2,13.3,"1,074,176",더불어민주당,7th,백군기,더불어민주당,53.72,정찬민,자유한국당,41.16
2021,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,"200,732","181,877","187,527",0,"168,672","15,975,965","15,905,166","359,071",0,"288,272",7.46,"2,859,418","3,072,645","2,850,878","8,540","3,009,806","2,656,027","239,183","114,596",84.2,35.42,48.75,"780,484","1,074,305","2,203,638",866,"930,536",,,5.5,"2,812,567","155,227",37.3,"991,514","56,813",48.7,59.4,13.9,"1,077,508",더불어민주당,7th,백군기,더불어민주당,53.72,정찬민,자유한국당,41.16
2022,경기용인시,41463,"Giheung-gu, Yongin-si",용인시기흥구,,,,,,,,,,,,,,,,,,,,82.9,34.79,48.13,"903,624","1,250,127","2,597,624",961,"1,035,300",,,,,,,,,48.7,60.6,14.6,"1,074,971",국민의힘,8th,이상일,국민의힘,55.37,백군기,더불어민주당,44.62
2003,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,,,,,,"786,777","657,550","64,132","65,094",74.6,49.32,25.29,"288,601","147,965","585,102",393,"206,351",,,,,,,,,51.8,56.6,6.4,"575,255",새천년민주당,3rd,이정문,한나라당,56.02,예강환,새천년민주당,43.97
2004,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,,,,,,"1,004,678","821,288","57,902","125,488",75.2,58.02,17.13,"401,197","118,456","691,457",424,"243,959",,,,,,,,,54.3,58.5,6.7,"640,452",새천년민주당,3rd,이정문,한나라당,56.02,예강환,새천년민주당,43.97
2005,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,,,,,,"1,080,740","767,078","263,016","50,646",79.8,57.43,22.34,"365,396","142,140","636,193",439,"281,310",,,,,,,,,63.7,87.9,6.9,"693,660",새천년민주당,3rd,이정문,한나라당,56.02,예강환,새천년민주당,43.97
2006,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,,,,,,"1,256,394","909,695","221,839","124,860",71,47.89,23.08,"328,641","158,384","686,177",440,"305,345",,,,,,,,,56.4,87.2,7.2,"766,569",열린우리당,4th,서정석,한나라당,53.54,이우현,열린우리당,25.61
2007,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,,,,,,"1,391,907","1,391,907","1,391,907","1,391,907",72.3,46.43,25.82,"448,062","249,186","965,005",575,"440,600",,,,,,,,,63.8,86,7.7,"800,294",열린우리당,4th,서정석,한나라당,53.54,이우현,열린우리당,25.61
2008,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,,,,,,"1,500,393","1,136,183","229,170","135,040",80.7,51.35,29.32,"606,204","346,096","1,180,576",706,"564,754",,,7.9,"93,681","1,183,455",15,"163,530","14,308",67.2,86.8,8.1,"816,763",한나라당,4th,서정석,한나라당,53.54,이우현,열린우리당,25.61
2009,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,-11.7,"1,536,773","1,356,910","1,529,830","6,943","1,673,886","1,300,265","229,441","144,180",85.6,56.49,29.12,"676,951","349,031","1,198,391",670,"547,203",,,9.7,"123,268","1,275,329",19.9,"235,533","18,118",72.9,88,8.4,"839,204",한나라당,4th,서정석,한나라당,53.54,이우현,열린우리당,25.61
2010,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,-5.98,"1,407,783","1,323,668","1,436,632","-28,849","1,485,949","1,199,085","197,665","89,198",81.6,50.3,31.26,"559,477","347,620","1,112,171",674,"565,839",,,12.1,"146,407","1,208,309",21.7,"244,599","17,383",66.2,82.3,8.6,"876,550",한나라당,5th,김학규,민주당,46.52,오세동,한나라당,43
2011,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,-10.23,"1,472,864","1,322,254","1,547,408","-74,544","1,519,649","1,216,268","216,952","86,430",83.6,50.26,33.38,"543,582","361,013","1,081,501",674,"590,741",,,11,"147,194","1,336,933",21.7,"271,539","18,294",69.4,82.7,9.1,"896,044",한나라당,5th,김학규,민주당,46.52,오세동,한나라당,43
2012,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,-11.24,"1,660,437","1,473,886","2,055,115","-394,678","2,565,615","1,783,219","213,847","568,550",72.3,40.21,32.07,"505,551","403,221","1,257,156",685,"613,960",,,7.1,"130,525","1,850,370",20.7,"359,715","22,832",60.8,77.3,9.5,"915,959",한나라당,5th,김학규,민주당,46.52,오세동,한나라당,43
2013,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,4.06,"1,432,420","1,490,523","1,410,357","22,063","1,793,449","1,463,750","186,469","143,230",73.6,38.2,35.44,"479,930","445,223","1,256,239",680,"623,153",,,7.4,"105,056","1,417,769",29.2,"388,518","24,996",63.8,78.3,9.9,"941,477",한나라당,5th,김학규,민주당,46.52,오세동,한나라당,43
2014,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,,,,,,,,,,,-6.3,"1,744,530","1,634,659","1,536,609","207,922","1,736,962","1,461,317","180,801","94,844",67.2,30.14,37.04,"393,747","483,932","1,306,361",667,"627,861",,,9,"142,739","1,589,824",31.3,"471,147","26,550",57.5,70.2,10.2,"961,026",새누리당,6th,정찬민,새누리당,47.47,양해경,새정치민주연합,38.61
2015,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,"516,742","380,800","265,553",0,"129,611","12,742,575","12,462,314","410,747",0,"130,486",-6.56,"1,974,726","1,845,102","1,742,217","232,508","1,944,666","1,639,395","209,415","95,856",70.9,28.82,42.08,"395,901","578,092","1,373,869",684,"657,300",,,6.2,"109,594","1,774,316",29.6,"494,360","31,214",54.8,67.3,10.7,"975,746",새누리당,6th,정찬민,새누리당,47.47,양해경,새정치민주연합,38.61
2016,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,"498,542","227,735","316,442",0,"45,634","13,217,153","12,926,124","466,149",0,"175,120",-0.82,"1,954,303","1,938,208","1,816,644","137,659","2,127,539","1,783,219","242,040","102,281",75.1,35.79,39.33,"540,758","594,143","1,510,772",760,"742,000",,,6.3,"117,963","1,881,559",29.9,"530,225","32,378",54.8,67.7,11,"991,126",새누리당,6th,정찬민,새누리당,47.47,양해경,새정치민주연합,38.61
2017,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,"446,757","215,580","307,473",0,"76,296","14,328,240","14,057,792","468,169",0,"197,721",7.71,"1,950,972","2,101,457","1,941,882","9,090","2,097,348","1,769,421","229,454","98,472",83.4,42.33,41.08,"656,242","636,765","1,550,164",812,"804,300",,,7.8,"149,272","1,902,687",30.8,"547,818","38,498",58.1,70.1,11.6,"1,004,081",새정치민주연합,6th,정찬민,새누리당,47.47,양해경,새정치민주연합,38.61
2018,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,"297,954","179,915","230,550",0,"112,511","14,705,586","14,525,695","412,003",0,"232,111",2.66,"2,176,530","2,234,446","2,168,620","7,910","2,313,020","1,996,829","217,889","98,303",82.9,41.82,41.04,"780,214","765,647","1,865,532",886,"889,400",,,7.7,"167,187","2,159,307",30.8,"630,124","35,214",55.5,66.4,12.1,"1,035,126",더불어민주당,7th,백군기,더불어민주당,53.72,정찬민,자유한국당,41.16
2019,경기용인시,41465,"Suji-gu, Yongin-si",용인시수지구,"293,604","224,131","307,917",0,"238,444","15,195,325","15,056,112","497,257",0,"358,044",-0.53,"2,469,432","2,456,409","2,461,420","8,012","2,579,223","2,270,270","216,340","92,613",84.9,40.49,44.39,"789,070","865,231","1,948,969",867,"896,960",,,7.6,"179,389","2,350,932",35.5,"792,136","43,184",53,62.3,12.6,"1,059,609",더불어민주당,7th,백군기,더불어민주당,53.72,정찬민,자유한국당,41.16
